customerid,orderdate,orderno,itemprice,orderitem,orderitemcate,ordernum,orderprice,,
D1543142,2019/8/8,20190808-105431,21300,ad12282,家具,2,42600,,
B1543258,2021/7/31,20210731-105432,16800,ox12526,家電,3,50400,,
L1543368,2020/11/20,20201120-105433,4300,ov10845,衣料,2,8600,,
N1543451,2019/10/12,20191012-105434,1700,mm11118,雑貨,3,5100,,
V1543537,2021/8/16,20210816-105435,4000,at11078,家具,2,8000,,
T1543687,2019/9/26,20190926-105436,16300,oy12545,家電,3,48900,,
C1543789,2019/10/24,20191024-105437,13500,iu11250,家具,3,40500,,
I1543822,2020/2/6,20200206-105438,28100,od10741,家電,3,84300,,
V1543997,2020/10/22,20201022-105439,1783,ul12909,本,3,5349,,
U1544019,2020/9/22,20200922-105440,2300,rb11145,家電,3,6900,,
H1544176,2021/5/12,20210512-105441,22100,cc10053,衣料,1,22100,,
B1544263,2020/9/23,20200923-105442,4300,pu11196,食品,3,12900,,
S1544382,2021/9/11,20210911-105443,3800,ug11910,食品,2,7600,,
Q1544443,2020/6/26,20200626-105444,1413,li12471,本,1,1413,,
T1544539,2019/4/2,20190402-105445,26000,im12801,衣料,3,78000,,
X1544617,2019/8/26,20190826-105446,25900,ee11583,衣料,1,25900,,
J1544747,2020/4/28,20200428-105447,9700,lh11858,衣料,1,9700,,
Q1544874,2021/3/13,20210313-105448,4100,ue11937,家具,2,8200,,
I1544920,2020/5/15,20200515-105449,23600,sy11404,雑貨,2,47200,,
F1545078,2021/7/8,20210708-105450,14400,dh11889,衣料,1,14400,,
R1545187,2021/8/20,20210820-105451,7000,kp11686,衣料,3,21000,,
R1545222,2021/4/5,20210405-105452,7600,id12092,雑貨,2,15200,,
H1545315,2021/3/24,20210324-105453,12800,gj11929,食品,3,38400,,
A1545497,2020/3/24,20200324-105454,15800,vc12742,雑貨,2,31600,,
X1545511,2021/6/12,20210612-105455,3100,it10203,衣料,1,3100,,
Z1545642,2019/12/22,20191222-105456,14600,oi11565,家電,1,14600,,
H1545754,2020/5/29,20200529-105457,1018,xy10230,本,3,3054,,
Z1545883,2019/7/21,20190721-105458,3100,yb11380,家電,3,9300,,
F1545983,2021/6/23,20210623-105459,9000,aa12496,衣料,2,18000,,
C1546061,2020/11/24,20201124-105460,3500,xz12995,家具,1,3500,,
G1546130,2020/2/5,20200205-105461,8300,ua11012,家電,2,16600,,
L1546250,2020/6/27,20200627-105462,27000,mr10656,衣料,1,27000,,
L1546388,2020/9/7,20200907-105463,25200,ie12293,家電,1,25200,,
Y1546410,2019/12/20,20191220-105464,19200,we10903,衣料,2,38400,,
X1546539,2021/8/5,20210805-105465,2144,if11833,本,3,6432,,
V1546659,2020/2/25,20200225-105466,20300,ns12181,食品,1,20300,,
K1546785,2020/9/13,20200913-105467,29900,vj12080,食品,2,59800,,
Z1546885,2021/1/2,20210102-105468,15800,av12654,雑貨,3,47400,,
U1546935,2020/12/30,20201230-105469,959,ad12243,本,3,2877,,
U1547082,2020/3/25,20200325-105470,19200,wg12638,雑貨,2,38400,,
O1547174,2020/12/9,20201209-105471,27500,vw11187,食品,1,27500,,
H1547241,2019/3/22,20190322-105472,6500,fj11701,雑貨,3,19500,,
D1547367,2021/10/12,20211012-105473,18500,xm11578,家電,1,18500,,
K1547481,2019/4/13,20190413-105474,16600,ir12477,家電,2,33200,,
W1547586,2021/4/29,20210429-105475,27000,tt11288,食品,1,27000,,
W1547659,2021/2/11,20210211-105476,1366,sl11152,本,3,4098,,
O1547776,2019/11/23,20191123-105477,20400,rj10672,家具,1,20400,,
S1547869,2021/5/31,20210531-105478,5600,ig11864,雑貨,3,16800,,
K1547975,2021/5/14,20210514-105479,16500,wu12219,雑貨,3,49500,,
B1548054,2020/1/7,20200107-105480,5700,rp12842,衣料,1,5700,,
O1548136,2020/1/30,20200130-105481,843,mt11100,本,3,2529,,
G1548260,2021/1/21,20210121-105482,5100,kc12009,食品,1,5100,,
X1548317,2020/4/17,20200417-105483,20000,kh12936,衣料,1,20000,,
H1548419,2019/6/10,20190610-105484,2800,yf11812,衣料,1,2800,,
L1548577,2019/4/4,20190404-105485,8300,ua11012,家電,2,16600,,
B1548639,2020/6/5,20200605-105486,23800,ie11495,雑貨,3,71400,,
T1548718,2020/7/1,20200701-105487,26500,jt11628,食品,1,26500,,
R1548879,2019/5/7,20190507-105488,732,mn12525,本,2,1464,,
X1548963,2021/10/31,20211031-105489,12000,qz10280,家具,3,36000,,
R1549094,2021/1/18,20210118-105490,11100,gs11970,衣料,3,33300,,
C1549148,2021/1/14,20210114-105491,26800,sz11586,衣料,1,26800,,
C1549258,2019/4/12,20190412-105492,25500,xa10156,家具,1,25500,,
B1549396,2021/4/22,20210422-105493,16900,gf10999,雑貨,2,33800,,
M1549434,2020/9/21,20200921-105494,15100,uf10515,雑貨,1,15100,,
S1549514,2019/12/31,20191231-105495,16900,hj10131,家具,3,50700,,
A1549654,2020/12/14,20201214-105496,7400,sd10725,衣料,2,14800,,
H1549783,2020/9/24,20200924-105497,6500,ku10836,衣料,3,19500,,
S1549818,2020/12/31,20201231-105498,25400,sz10911,雑貨,3,76200,,
G1549916,2019/11/13,20191113-105499,13600,sw12377,家具,1,13600,,
V1550087,2021/10/26,20211026-105500,1400,cq12210,食品,2,2800,,
O1550163,2019/2/25,20190225-105501,12900,ur12224,雑貨,2,25800,,
C1550289,2020/6/3,20200603-105502,1760,yc10843,本,3,5280,,
R1550373,2021/6/23,20210623-105503,1413,li12471,本,1,1413,,
R1550478,2020/7/20,20200720-105504,9300,jj11490,雑貨,2,18600,,
Y1550543,2020/9/15,20200915-105505,3000,gz11848,衣料,2,6000,,
S1550642,2021/5/31,20210531-105506,26900,tf11597,家具,2,53800,,
M1550760,2021/1/11,20210111-105507,3900,tj11989,衣料,2,7800,,
T1550814,2019/2/26,20190226-105508,29900,km10371,雑貨,2,59800,,
X1550944,2021/6/25,20210625-105509,13800,vq11104,食品,2,27600,,
P1551081,2021/2/17,20210217-105510,4400,jq11945,家具,3,13200,,
N1551152,2020/2/25,20200225-105511,4300,ye11733,食品,1,4300,,
K1551268,2020/8/25,20200825-105512,9300,vl12557,雑貨,2,18600,,
H1551397,2020/6/2,20200602-105513,1202,wr12690,本,2,2404,,
X1551469,2019/7/12,20190712-105514,17000,ft11682,雑貨,3,51000,,
B1551589,2019/7/17,20190717-105515,16700,tr10222,家電,3,50100,,
G1551695,2019/4/6,20190406-105516,20000,kh12936,衣料,1,20000,,
P1551791,2019/12/11,20191211-105517,17600,ql12375,衣料,1,17600,,
H1551890,2020/5/12,20200512-105518,25900,gw11447,家電,1,25900,,
D1551972,2019/3/9,20190309-105519,1907,ik12277,本,2,3814,,
N1552032,2020/10/23,20201023-105520,22600,rb10578,家電,1,22600,,
S1552143,2019/11/22,20191122-105521,20000,pc10241,家電,2,40000,,
M1552277,2020/5/3,20200503-105522,17200,rj10232,雑貨,2,34400,,
A1552371,2020/3/20,20200320-105523,1240,tv11072,本,3,3720,,
R1552448,2020/5/21,20200521-105524,26100,pf11818,家電,2,52200,,
Y1552512,2020/11/27,20201127-105525,28300,js12082,食品,1,28300,,
E1552636,2021/9/25,20210925-105526,29900,ra10635,食品,2,59800,,
O1552761,2021/6/19,20210619-105527,19400,us12747,雑貨,3,58200,,
C1552886,2019/5/21,20190521-105528,15600,so10505,雑貨,3,46800,,
E1552937,2021/4/21,20210421-105529,8100,nh12342,食品,3,24300,,
B1553060,2021/3/10,20210310-105530,7700,xg10962,食品,2,15400,,
U1553139,2021/2/21,20210221-105531,10200,pc10098,衣料,3,30600,,
G1553252,2021/5/13,20210513-105532,16400,wq11708,食品,1,16400,,
U1553359,2019/10/25,20191025-105533,1426,jd11798,本,2,2852,,
X1553424,2021/10/30,20211030-105534,5000,gu10373,食品,3,15000,,
Q1553528,2020/7/4,20200704-105535,6800,at12786,食品,1,6800,,
A1553692,2019/8/31,20190831-105536,27000,uq12602,食品,2,54000,,
A1553741,2021/3/27,20210327-105537,19600,kg10249,家電,3,58800,,
S1553815,2019/12/24,20191224-105538,2007,lf11334,本,2,4014,,
R1553980,2019/4/9,20190409-105539,16100,jd10163,家電,3,48300,,
H1554063,2019/4/20,20190420-105540,1909,ue10691,本,3,5727,,
U1554133,2019/5/19,20190519-105541,14900,xo11090,家電,1,14900,,
M1554217,2019/12/22,20191222-105542,2430,be11813,本,1,2430,,
A1554316,2021/10/28,20211028-105543,10900,cw11665,衣料,3,32700,,
D1554487,2021/10/28,20211028-105544,29100,td11051,家具,1,29100,,
K1554522,2021/4/20,20210420-105545,22600,zz12563,衣料,1,22600,,
O1554683,2021/3/16,20210316-105546,27900,pj11655,雑貨,2,55800,,
K1554771,2020/1/29,20200129-105547,28200,gr10003,家電,2,56400,,
P1554837,2020/1/10,20200110-105548,12900,qs11449,家具,1,12900,,
I1554962,2020/11/22,20201122-105549,28800,ey11898,食品,1,28800,,
E1555068,2019/7/11,20190711-105550,1430,bn10758,本,1,1430,,
W1555197,2020/1/20,20200120-105551,28900,yh10965,家具,3,86700,,
V1555232,2019/8/18,20190818-105552,14500,sh10571,家具,1,14500,,
T1555360,2021/7/18,20210718-105553,4300,kl11302,家電,2,8600,,
J1555450,2021/1/31,20210131-105554,27800,lg10318,家電,1,27800,,
O1555582,2020/12/17,20201217-105555,2700,av12992,家電,2,5400,,
H1555696,2021/1/27,20210127-105556,2323,le12162,本,1,2323,,
V1555719,2021/4/29,20210429-105557,23700,dq10974,衣料,3,71100,,
H1555817,2020/8/25,20200825-105558,2120,eq11373,本,1,2120,,
R1555913,2020/5/12,20200512-105559,13800,bb10177,家電,1,13800,,
E1556043,2021/3/8,20210308-105560,21300,dh12504,衣料,2,42600,,
M1556118,2020/12/10,20201210-105561,10300,az12006,食品,3,30900,,
I1556229,2019/3/6,20190306-105562,7700,vv11830,家具,1,7700,,
W1556315,2021/9/28,20210928-105563,22500,wr11791,家具,3,67500,,
G1556455,2021/4/10,20210410-105564,17500,wh11131,家電,1,17500,,
T1556523,2021/3/23,20210323-105565,12900,ao10422,食品,2,25800,,
I1556624,2020/5/6,20200506-105566,1931,iu11857,本,1,1931,,
X1556737,2019/3/9,20190309-105567,4600,kx10134,食品,3,13800,,
I1556843,2021/7/23,20210723-105568,4000,at11078,家具,2,8000,,
A1556970,2021/8/8,20210808-105569,9500,ad10712,家電,1,9500,,
P1557057,2019/5/12,20190512-105570,28100,ba12457,衣料,2,56200,,
X1557196,2021/1/22,20210122-105571,29200,bb11301,家電,2,58400,,
G1557281,2021/5/11,20210511-105572,28300,js12082,食品,3,84900,,
G1557398,2019/5/4,20190504-105573,28700,fg12678,食品,1,28700,,
H1557465,2019/2/21,20190221-105574,13600,xh10157,家電,3,40800,,
T1557514,2020/5/2,20200502-105575,1070,px11022,本,2,2140,,
V1557672,2020/11/2,20201102-105576,23100,th10405,雑貨,1,23100,,
K1557752,2021/4/12,20210412-105577,28900,eo10246,家電,3,86700,,
I1557845,2019/5/1,20190501-105578,20700,po12994,家電,2,41400,,
A1557982,2020/10/1,20201001-105579,6500,qn11321,家電,1,6500,,
T1558039,2020/5/7,20200507-105580,2047,pw12368,本,3,6141,,
Q1558155,2019/3/31,20190331-105581,20800,zr10545,食品,1,20800,,
Q1558245,2021/8/2,20210802-105582,27400,wo10759,食品,2,54800,,
J1558328,2020/2/21,20200221-105583,27400,wt10423,雑貨,2,54800,,
I1558441,2019/6/2,20190602-105584,25600,js12333,食品,3,76800,,
O1558557,2020/2/7,20200207-105585,719,nv10399,本,3,2157,,
X1558658,2021/3/21,20210321-105586,22000,tt11584,食品,3,66000,,
J1558722,2021/3/26,20210326-105587,29500,wp11653,雑貨,2,59000,,
P1558897,2020/8/12,20200812-105588,26100,jm10883,家具,3,78300,,
X1558989,2019/4/28,20190428-105589,11400,vv11850,食品,2,22800,,
T1559096,2021/1/20,20210120-105590,15700,px11480,家具,2,31400,,
N1559135,2020/9/21,20200921-105591,966,wz10907,本,2,1932,,
X1559245,2021/10/29,20211029-105592,727,ji10540,本,2,1454,,
E1559393,2021/8/18,20210818-105593,2056,yj12720,本,3,6168,,
R1559444,2019/10/10,20191010-105594,1036,cn10848,本,1,1036,,
D1559597,2020/6/29,20200629-105595,1882,bm11125,本,1,1882,,
W1559668,2021/5/8,20210508-105596,12100,bd10995,家具,1,12100,,
Z1559728,2021/6/6,20210606-105597,5900,qn11961,雑貨,3,17700,,
H1559846,2020/3/14,20200314-105598,1197,ex12252,本,1,1197,,
N1559920,2019/5/31,20190531-105599,884,lo12820,本,3,2652,,
D1560089,2019/7/4,20190704-105600,19000,zi12212,衣料,3,57000,,
W1560131,2019/9/25,20190925-105601,3900,dp12276,家電,3,11700,,
Z1560221,2021/10/31,20211031-105602,24700,ad11661,衣料,3,74100,,
J1560358,2019/2/22,20190222-105603,7800,vc10824,雑貨,1,7800,,
G1560463,2019/9/6,20190906-105604,8700,hi12973,雑貨,3,26100,,
R1560524,2021/1/18,20210118-105605,2270,dj12374,本,3,6810,,
H1560627,2019/10/2,20191002-105606,906,mr12155,本,1,906,,
L1560768,2019/8/21,20190821-105607,16000,dm11360,食品,3,48000,,
R1560853,2020/12/10,20201210-105608,13600,ir11917,雑貨,2,27200,,
S1560917,2021/1/14,20210114-105609,3600,vw11888,家具,2,7200,,
N1561092,2021/3/31,20210331-105610,11300,jj11234,衣料,1,11300,,
O1561159,2019/8/27,20190827-105611,7400,sd10725,衣料,2,14800,,
L1561283,2019/3/1,20190301-105612,715,qy11514,本,2,1430,,
B1561395,2020/7/14,20200714-105613,14000,xi11242,食品,2,28000,,
V1561494,2021/2/21,20210221-105614,27700,vk12485,家具,2,55400,,
Q1561561,2020/8/3,20200803-105615,16900,oh10052,衣料,1,16900,,
X1561626,2020/9/19,20200919-105616,25600,js12333,食品,3,76800,,
N1561715,2021/5/7,20210507-105617,10600,bt10577,食品,3,31800,,
P1561875,2021/2/5,20210205-105618,1545,vr12848,本,2,3090,,
H1561956,2021/7/25,20210725-105619,12900,wb11123,食品,2,25800,,
X1562047,2020/7/21,20200721-105620,856,ep11273,本,2,1712,,
Q1562157,2020/5/8,20200508-105621,680,kz11085,本,2,1360,,
F1562298,2021/4/4,20210404-105622,799,bb11621,本,1,799,,
D1562359,2021/4/8,20210408-105623,4300,dj12812,家具,3,12900,,
V1562494,2021/6/24,20210624-105624,18900,qy11503,家電,1,18900,,
Y1562520,2021/5/18,20210518-105625,17000,jg11427,家具,3,51000,,
M1562693,2021/6/25,20210625-105626,15800,av12654,雑貨,2,31600,,
Z1562779,2021/3/26,20210326-105627,7600,vb12826,雑貨,3,22800,,
U1562878,2020/3/19,20200319-105628,12300,kz11954,家具,1,12300,,
Y1562917,2020/9/6,20200906-105629,8600,aw11608,家具,3,25800,,
W1563012,2019/10/11,20191011-105630,12100,jg10081,食品,1,12100,,
D1563160,2020/5/8,20200508-105631,28100,nk12482,家電,2,56200,,
M1563276,2021/10/19,20211019-105632,1421,ip11750,本,3,4263,,
Z1563333,2021/2/17,20210217-105633,5100,sc12866,衣料,3,15300,,
I1563482,2019/4/3,20190403-105634,919,lc12686,本,2,1838,,
F1563546,2021/9/8,20210908-105635,2300,xh12365,家具,2,4600,,
O1563667,2020/3/26,20200326-105636,2800,bu11004,雑貨,3,8400,,
E1563775,2019/9/17,20190917-105637,2000,zl10064,衣料,3,6000,,
S1563836,2021/6/30,20210630-105638,27300,il12843,衣料,2,54600,,
J1563990,2021/3/2,20210302-105639,25500,rv10764,衣料,1,25500,,
L1564074,2019/10/8,20191008-105640,1300,xt10394,家具,2,2600,,
S1564155,2020/4/6,20200406-105641,8600,gt10797,家具,2,17200,,
A1564283,2021/10/17,20211017-105642,2200,vo10946,雑貨,1,2200,,
D1564329,2019/10/9,20191009-105643,21500,sl10786,家具,1,21500,,
V1564444,2019/5/3,20190503-105644,1300,ek12465,雑貨,3,3900,,
W1564526,2020/4/29,20200429-105645,28700,fl12755,食品,3,86100,,
A1564689,2021/10/24,20211024-105646,13600,bf12203,食品,2,27200,,
A1564751,2019/11/19,20191119-105647,23300,ez11899,家具,2,46600,,
F1564874,2020/12/24,20201224-105648,18800,sp12831,雑貨,2,37600,,
V1564975,2020/7/29,20200729-105649,7700,po11002,食品,3,23100,,
X1565085,2019/3/26,20190326-105650,20600,si11239,雑貨,2,41200,,
E1565175,2019/5/3,20190503-105651,2400,il11001,食品,3,7200,,
B1565272,2020/5/15,20200515-105652,16300,oy12545,家電,1,16300,,
R1565354,2020/8/12,20200812-105653,4300,pu11196,食品,3,12900,,
L1565424,2021/4/20,20210420-105654,12100,jx10870,家具,3,36300,,
L1565590,2020/3/4,20200304-105655,17700,bl10466,家具,2,35400,,
G1565656,2021/1/4,20210104-105656,1765,bx10805,本,3,5295,,
U1565721,2021/3/2,20210302-105657,10200,wx11607,家電,3,30600,,
B1565819,2020/10/7,20201007-105658,5500,ib12911,家具,3,16500,,
I1565958,2019/12/12,20191212-105659,25600,nd11307,衣料,2,51200,,
S1566056,2021/4/27,20210427-105660,19300,ag11028,家具,2,38600,,
X1566196,2019/6/4,20190604-105661,14600,lo10603,家具,2,29200,,
B1566297,2019/4/6,20190406-105662,5800,ye10324,家電,3,17400,,
F1566396,2019/12/17,20191217-105663,1520,js10840,本,2,3040,,
I1566450,2019/11/14,20191114-105664,16700,tr10222,家電,3,50100,,
X1566572,2019/5/31,20190531-105665,11700,vb11999,雑貨,3,35100,,
I1566630,2021/4/21,20210421-105666,10100,pl12070,家電,3,30300,,
F1566717,2020/12/31,20201231-105667,4100,as11218,食品,1,4100,,
B1566860,2020/6/12,20200612-105668,7300,tm12571,家電,3,21900,,
E1566957,2021/3/3,20210303-105669,4500,vx11416,雑貨,3,13500,,
G1567083,2020/12/12,20201212-105670,13800,vg12621,家具,3,41400,,
X1567156,2021/8/2,20210802-105671,24600,mt11913,食品,1,24600,,
T1567283,2020/12/26,20201226-105672,6600,mc11286,雑貨,3,19800,,
C1567394,2019/10/7,20191007-105673,17000,ue11383,衣料,2,34000,,
E1567445,2020/4/25,20200425-105674,21500,xb12949,食品,2,43000,,
X1567552,2019/12/7,20191207-105675,14500,gw11988,家具,2,29000,,
Y1567651,2020/1/31,20200131-105676,22600,zz12563,衣料,1,22600,,
W1567737,2019/4/28,20190428-105677,4700,ra10922,雑貨,3,14100,,
B1567861,2021/8/8,20210808-105678,12900,pq12193,家電,2,25800,,
Y1567928,2019/2/15,20190215-105679,28200,el10666,家電,1,28200,,
Z1568034,2020/4/16,20200416-105680,29500,qh11335,雑貨,1,29500,,
T1568125,2021/2/13,20210213-105681,19000,gb10030,家電,3,57000,,
R1568223,2020/7/12,20200712-105682,4400,br12290,衣料,3,13200,,
M1568325,2020/8/23,20200823-105683,1819,nb11065,本,2,3638,,
N1568499,2021/6/11,20210611-105684,1925,oj11580,本,2,3850,,
N1568561,2019/11/8,20191108-105685,19400,wd10313,雑貨,2,38800,,
Q1568629,2020/4/28,20200428-105686,2700,cd11435,家具,2,5400,,
Q1568786,2020/4/30,20200430-105687,10800,ou12015,衣料,3,32400,,
K1568841,2021/9/15,20210915-105688,26200,hq12360,家電,1,26200,,
J1568964,2019/5/31,20190531-105689,28800,dw11994,食品,3,86400,,
I1569021,2021/4/15,20210415-105690,19000,vb12200,衣料,3,57000,,
E1569147,2019/9/23,20190923-105691,10700,gs11876,食品,2,21400,,
H1569285,2019/7/7,20190707-105692,5700,ug12328,食品,1,5700,,
X1569391,2019/8/8,20190808-105693,17200,lu12530,衣料,1,17200,,
K1569441,2020/7/8,20200708-105694,1231,ii11823,本,3,3693,,
I1569517,2021/8/5,20210805-105695,889,xj12999,本,3,2667,,
X1569636,2020/8/7,20200807-105696,906,mr12155,本,1,906,,
C1569744,2020/9/11,20200911-105697,12600,jk11901,家具,1,12600,,
K1569866,2020/6/9,20200609-105698,18800,pp12669,家具,1,18800,,
I1569940,2019/8/17,20190817-105699,11200,se10429,家電,3,33600,,
Q1570049,2021/3/2,20210302-105700,27000,ta11160,衣料,2,54000,,
C1570127,2019/2/19,20190219-105701,18000,ol11057,家電,2,36000,,
M1570237,2020/5/25,20200525-105702,13500,rc11182,食品,2,27000,,
J1570323,2021/9/14,20210914-105703,7000,kp11686,衣料,2,14000,,
R1570460,2019/3/8,20190308-105704,18400,yi10182,衣料,2,36800,,
Q1570551,2020/1/14,20200114-105705,3100,qe10567,食品,1,3100,,
B1570615,2019/10/31,20191031-105706,15800,wn11562,家具,2,31600,,
I1570718,2021/4/26,20210426-105707,25100,gy11707,家具,1,25100,,
V1570833,2020/12/8,20201208-105708,1960,ca10500,本,1,1960,,
O1570939,2019/2/23,20190223-105709,16000,dm11360,食品,1,16000,,
X1571018,2021/7/24,20210724-105710,14600,av12426,衣料,1,14600,,
T1571148,2020/6/13,20200613-105711,8900,ov10637,家電,2,17800,,
P1571248,2021/7/25,20210725-105712,1731,fu11957,本,1,1731,,
S1571337,2019/4/11,20190411-105713,11800,ah10916,家具,2,23600,,
J1571447,2020/8/9,20200809-105714,17800,th10605,食品,3,53400,,
K1571565,2020/12/7,20201207-105715,13900,pa11311,食品,3,41700,,
L1571652,2021/9/5,20210905-105716,612,le10317,本,3,1836,,
A1571720,2019/7/31,20190731-105717,4300,ov10845,衣料,3,12900,,
R1571877,2021/2/4,20210204-105718,15600,mp11366,家具,2,31200,,
G1571938,2021/2/16,20210216-105719,1193,yj10949,本,2,2386,,
V1572079,2020/2/15,20200215-105720,16500,bt11500,衣料,3,49500,,
O1572123,2020/5/9,20200509-105721,1900,us12895,本,1,1900,,
B1572234,2021/8/27,20210827-105722,3400,uw10988,家電,1,3400,,
A1572396,2020/11/11,20201111-105723,1632,xd10517,本,2,3264,,
E1572498,2021/1/9,20210109-105724,14300,bq12738,衣料,1,14300,,
T1572555,2019/10/11,20191011-105725,1557,ge11326,本,1,1557,,
P1572646,2021/8/19,20210819-105726,1819,nb11065,本,1,1819,,
R1572794,2020/11/27,20201127-105727,16300,tn11764,雑貨,2,32600,,
G1572827,2020/12/30,20201230-105728,1393,zs12343,本,1,1393,,
B1572994,2020/2/14,20200214-105729,1942,hz12147,本,2,3884,,
F1573038,2021/8/1,20210801-105730,616,aj12547,本,1,616,,
V1573185,2020/9/10,20200910-105731,9500,wq10253,家電,2,19000,,
X1573227,2021/5/26,20210526-105732,9000,sm10896,衣料,3,27000,,
D1573338,2020/11/28,20201128-105733,19300,iq10361,家電,2,38600,,
U1573443,2021/10/23,20211023-105734,22400,eg11139,家電,2,44800,,
Z1573576,2021/8/14,20210814-105735,12400,aq10191,家具,3,37200,,
T1573676,2019/7/28,20190728-105736,28500,wj12478,雑貨,1,28500,,
L1573746,2020/2/2,20200202-105737,14300,oy10827,家具,1,14300,,
U1573843,2019/3/21,20190321-105738,12900,bd10411,雑貨,3,38700,,
L1573918,2020/4/2,20200402-105739,5500,ch12616,食品,1,5500,,
H1574023,2020/9/14,20200914-105740,26100,iw11822,家具,3,78300,,
Y1574157,2019/2/7,20190207-105741,19300,iq10361,家電,1,19300,,
J1574223,2021/10/4,20211004-105742,25600,ph11349,家電,2,51200,,
U1574398,2019/4/2,20190402-105743,22400,eg11139,家電,3,67200,,
B1574441,2019/9/18,20190918-105744,1923,xb10095,本,1,1923,,
D1574540,2021/7/9,20210709-105745,5900,ah11938,雑貨,1,5900,,
H1574682,2020/1/1,20200101-105746,11500,tr10820,家具,1,11500,,
R1574756,2020/10/4,20201004-105747,4600,vh10141,家具,3,13800,,
X1574811,2019/3/5,20190305-105748,6100,rt10588,雑貨,2,12200,,
Y1574965,2019/5/13,20190513-105749,7700,vz12353,家電,2,15400,,
K1575095,2020/9/22,20200922-105750,13300,fu12129,食品,2,26600,,
J1575192,2020/7/1,20200701-105751,15700,pp10994,家具,2,31400,,
W1575230,2021/10/7,20211007-105752,5900,go11400,雑貨,2,11800,,
C1575320,2020/7/31,20200731-105753,2181,as12566,本,1,2181,,
